40297 2025-08-20 15:16:42,634 INFO: download_tiles.py(115): Namespace(coordinates=[8.589773, 50.151945, 8.717489, 50.092732], zoom=[12, 15], url='https://tile.thunderforest.com/cycle/{z}/{x}/{y}.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1', output_folder='/data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403', extension='png', task_id=3, overwrite=False)
40297 2025-08-20 15:16:44,089 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/12/2145/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/12/2145/1386.png failed
40297 2025-08-20 15:17:06,855 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4292/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4292/2774.png failed
40297 2025-08-20 15:17:08,269 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4293/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4293/2772.png failed
40297 2025-08-20 15:17:11,612 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4293/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4293/2773.png failed
40297 2025-08-20 15:17:13,657 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4293/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4293/2774.png failed
40297 2025-08-20 15:17:15,669 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4294/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4294/2772.png failed
40297 2025-08-20 15:17:17,513 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4294/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4294/2773.png failed
40297 2025-08-20 15:17:20,319 ERROR: download_tiles.py(156): Download https://tile.thunderforest.com/cycle/13/4294/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to /data/websites/snailtrail.org/www/tasks/f568a45be5d5c82da29130d81c692fb9b21ca16044edee81f5ed4db2f798b403/cycle/13/4294/2774.png failed
40399 2025-08-20 15:17:54,774 INFO: download_tiles.py(115): Namespace(coordinates=[8.589773, 50.151945, 8.717489, 50.092732], zoom=[12, 15], url='https://tile.thunderforest.com/cycle/{z}/{x}/{y}.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1', output_folder='a16044edee81f5ed4db2f798b403', extension='png', task_id=3, overwrite=False)
40399 2025-08-20 15:17:57,317 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2145/1386.png form https://tile.thunderforest.com/cycle/12/2145/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:17:57,318 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2145/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2145/1386.png success.
40399 2025-08-20 15:17:57,333 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:17:58,325 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2145/1387.png form https://tile.thunderforest.com/cycle/12/2145/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:17:58,325 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2145/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2145/1387.png success.
40399 2025-08-20 15:17:58,326 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:17:59,855 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2146/1386.png form https://tile.thunderforest.com/cycle/12/2146/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:17:59,856 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2146/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2146/1386.png success.
40399 2025-08-20 15:17:59,857 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:01,643 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2146/1387.png form https://tile.thunderforest.com/cycle/12/2146/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:01,644 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2146/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2146/1387.png success.
40399 2025-08-20 15:18:01,645 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:02,976 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2147/1386.png form https://tile.thunderforest.com/cycle/12/2147/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:02,977 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2147/1386.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2147/1386.png success.
40399 2025-08-20 15:18:02,977 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:03,972 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/12/2147/1387.png form https://tile.thunderforest.com/cycle/12/2147/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:03,973 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/12/2147/1387.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/12/2147/1387.png success.
40399 2025-08-20 15:18:03,974 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:07,859 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4291/2772.png form https://tile.thunderforest.com/cycle/13/4291/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:07,860 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4291/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4291/2772.png success.
40399 2025-08-20 15:18:07,861 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:11,963 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4291/2773.png form https://tile.thunderforest.com/cycle/13/4291/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:11,964 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4291/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4291/2773.png success.
40399 2025-08-20 15:18:11,965 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:13,284 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4291/2774.png form https://tile.thunderforest.com/cycle/13/4291/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:13,285 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4291/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4291/2774.png success.
40399 2025-08-20 15:18:13,286 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:14,898 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4292/2772.png form https://tile.thunderforest.com/cycle/13/4292/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:14,899 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4292/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4292/2772.png success.
40399 2025-08-20 15:18:14,899 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:17,296 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4292/2773.png form https://tile.thunderforest.com/cycle/13/4292/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:17,296 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4292/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4292/2773.png success.
40399 2025-08-20 15:18:17,297 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:19,835 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4292/2774.png form https://tile.thunderforest.com/cycle/13/4292/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:19,835 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4292/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4292/2774.png success.
40399 2025-08-20 15:18:19,836 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:21,279 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4293/2772.png form https://tile.thunderforest.com/cycle/13/4293/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:21,279 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4293/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4293/2772.png success.
40399 2025-08-20 15:18:21,280 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:22,339 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4293/2773.png form https://tile.thunderforest.com/cycle/13/4293/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:22,339 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4293/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4293/2773.png success.
40399 2025-08-20 15:18:22,341 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:25,493 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4293/2774.png form https://tile.thunderforest.com/cycle/13/4293/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:25,493 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4293/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4293/2774.png success.
40399 2025-08-20 15:18:25,494 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:29,443 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4294/2772.png form https://tile.thunderforest.com/cycle/13/4294/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:29,443 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4294/2772.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4294/2772.png success.
40399 2025-08-20 15:18:29,444 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:31,406 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4294/2773.png form https://tile.thunderforest.com/cycle/13/4294/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:31,407 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4294/2773.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4294/2773.png success.
40399 2025-08-20 15:18:31,407 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:33,180 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/13/4294/2774.png form https://tile.thunderforest.com/cycle/13/4294/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:33,180 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/13/4294/2774.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/13/4294/2774.png success.
40399 2025-08-20 15:18:33,181 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:34,432 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8582/5545.png form https://tile.thunderforest.com/cycle/14/8582/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:34,432 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8582/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8582/5545.png success.
40399 2025-08-20 15:18:34,433 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:35,570 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8582/5546.png form https://tile.thunderforest.com/cycle/14/8582/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:35,570 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8582/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8582/5546.png success.
40399 2025-08-20 15:18:35,571 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:38,115 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8582/5547.png form https://tile.thunderforest.com/cycle/14/8582/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:38,115 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8582/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8582/5547.png success.
40399 2025-08-20 15:18:38,116 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:39,244 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8582/5548.png form https://tile.thunderforest.com/cycle/14/8582/5548.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:39,244 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8582/5548.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8582/5548.png success.
40399 2025-08-20 15:18:39,245 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:43,287 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8582/5549.png form https://tile.thunderforest.com/cycle/14/8582/5549.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:43,287 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8582/5549.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8582/5549.png success.
40399 2025-08-20 15:18:43,288 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:44,419 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8583/5545.png form https://tile.thunderforest.com/cycle/14/8583/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:44,419 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8583/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8583/5545.png success.
40399 2025-08-20 15:18:44,420 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:45,923 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8583/5546.png form https://tile.thunderforest.com/cycle/14/8583/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:45,923 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8583/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8583/5546.png success.
40399 2025-08-20 15:18:45,923 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:47,312 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8583/5547.png form https://tile.thunderforest.com/cycle/14/8583/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:47,312 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8583/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8583/5547.png success.
40399 2025-08-20 15:18:47,313 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:48,766 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8583/5548.png form https://tile.thunderforest.com/cycle/14/8583/5548.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:48,766 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8583/5548.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8583/5548.png success.
40399 2025-08-20 15:18:48,767 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:50,309 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8583/5549.png form https://tile.thunderforest.com/cycle/14/8583/5549.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:50,309 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8583/5549.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8583/5549.png success.
40399 2025-08-20 15:18:50,310 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:51,648 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8584/5545.png form https://tile.thunderforest.com/cycle/14/8584/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:51,648 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8584/5545.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8584/5545.png success.
40399 2025-08-20 15:18:51,649 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:53,025 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8584/5546.png form https://tile.thunderforest.com/cycle/14/8584/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:53,026 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8584/5546.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8584/5546.png success.
40399 2025-08-20 15:18:53,027 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:54,600 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8584/5547.png form https://tile.thunderforest.com/cycle/14/8584/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
40399 2025-08-20 15:18:54,600 INFO: download_tiles.py(151): Download https://tile.thunderforest.com/cycle/14/8584/5547.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 to a16044edee81f5ed4db2f798b403/cycle/14/8584/5547.png success.
40399 2025-08-20 15:18:54,601 ERROR: download_tiles.py(46): Database connection failed: 2003 (HY000): Can't connect to MySQL server on 'localhost:3306' (111)
40399 2025-08-20 15:18:56,429 INFO: download_tiles.py(88): Download a16044edee81f5ed4db2f798b403/cycle/14/8584/5548.png form https://tile.thunderforest.com/cycle/14/8584/5548.png?apikey=cb3553b5305749f8a585e4e7ce4d56f1 success.
